filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20200624_193243.jpg,640,480,Speed Limit 25,419.0,156.0,468.0,215.0
IMG_20200624_193243.jpg,640,480,Green Traffic Light,484.0,160.0,519.0,225.0
IMG_20200624_193243.jpg,640,480,Straight Or Left Sign,563.0,180.0,631.0,244.0
IMG_20200807_130103-1.jpg,640,480,Green Traffic Light,152.0,96.0,254.0,314.0
IMG_20200807_130103-1.jpg,640,480,Speed Limit 35,361.0,91.0,515.0,265.0
IMG_20200624_192709.jpg,640,480,Speed Limit 35,2.0,114.0,143.0,294.0
IMG_20200624_192709.jpg,640,480,Straight Or Left Sign,201.0,123.0,349.0,271.0
IMG_20200624_192709.jpg,640,480,Speed Limit 25,380.0,151.0,470.0,260.0
IMG_20200624_192709.jpg,640,480,Green Traffic Light,529.0,156.0,592.0,288.0
IMG_20200624_220048.jpg,640,480,Speed Limit 35,21.0,172.0,108.0,253.0
IMG_20200624_220048.jpg,640,480,Stop Sign,188.0,229.0,266.0,300.0
IMG_20200624_220048.jpg,640,480,Straight Or Right Sign,287.0,223.0,350.0,287.0
IMG_20200624_220048.jpg,640,480,Speed Limit 50,282.0,131.0,337.0,187.0
IMG_20200624_220048.jpg,640,480,Red Traffic Light,375.0,174.0,422.0,249.0
IMG_20200624_220048.jpg,640,480,Speed Limit 25,444.0,191.0,520.0,258.0
IMG_20200624_220048.jpg,640,480,Straight Or Left Sign,489.0,137.0,535.0,182.0
IMG_20200624_220048.jpg,640,480,Green Traffic Light,561.0,196.0,624.0,268.0
IMG_20200624_220321.jpg,640,480,Speed Limit 35,35.0,149.0,117.0,244.0
IMG_20200624_220321.jpg,640,480,Stop Sign,138.0,156.0,223.0,236.0
IMG_20200624_220321.jpg,640,480,Straight Or Right Sign,271.0,154.0,341.0,227.0
IMG_20200624_220321.jpg,640,480,Red Traffic Light,366.0,164.0,409.0,256.0
IMG_20200624_220321.jpg,640,480,Speed Limit 50,515.0,161.0,614.0,264.0
IMG_20200807_130123.jpg,640,480,Speed Limit 50,190.0,124.0,280.0,230.0
IMG_20200807_130123.jpg,640,480,Straight Or Left Sign,354.0,137.0,425.0,212.0
IMG_20200624_192837.jpg,640,480,Red Traffic Light,213.0,139.0,245.0,208.0
IMG_20200624_192837.jpg,640,480,Straight Or Right Sign,274.0,141.0,317.0,183.0
IMG_20200624_192837.jpg,640,480,Speed Limit 50,331.0,140.0,372.0,187.0
IMG_20200624_192837.jpg,640,480,Stop Sign,391.0,141.0,431.0,177.0
IMG_20200807_125359.jpg,640,480,Stop Sign,71.0,137.0,161.0,239.0
IMG_20200807_125359.jpg,640,480,Speed Limit 50,219.0,141.0,328.0,279.0
IMG_20200807_125359.jpg,640,480,Straight Or Left Sign,364.0,152.0,478.0,260.0
IMG_20200807_125359.jpg,640,480,Red Traffic Light,509.0,157.0,606.0,323.0
IMG_20200807_125957.jpg,640,480,Straight Or Right Sign,156.0,97.0,279.0,215.0
IMG_20200807_125957.jpg,640,480,Speed Limit 25,343.0,105.0,458.0,250.0
IMG_20200624_184643.jpg,640,480,Green Traffic Light,11.0,157.0,59.0,253.0
IMG_20200624_184643.jpg,640,480,Speed Limit 35,103.0,155.0,174.0,240.0
IMG_20200624_184643.jpg,640,480,Straight Or Right Sign,227.0,163.0,304.0,235.0
IMG_20200624_184643.jpg,640,480,Red Traffic Light,338.0,162.0,379.0,252.0
IMG_20200624_184643.jpg,640,480,Speed Limit 50,428.0,163.0,488.0,230.0
IMG_20200624_184643.jpg,640,480,Stop Sign,560.0,169.0,633.0,232.0
IMG_20200807_130636.jpg,640,480,Speed Limit 25,350.0,144.0,391.0,197.0
IMG_20200807_130636.jpg,640,480,Straight Or Right Sign,560.0,134.0,610.0,177.0
IMG_20200626_220906.jpg,640,480,Straight Or Right Sign,127.0,183.0,218.0,284.0
IMG_20200626_220906.jpg,640,480,Straight Or Left Sign,320.0,195.0,444.0,306.0
IMG_20200807_130524.jpg,640,480,Red Traffic Light,411.0,170.0,442.0,238.0
IMG_20200807_130524.jpg,640,480,Stop Sign,554.0,158.0,607.0,207.0
IMG_20200807_130445.jpg,640,480,Red Traffic Light,84.0,136.0,130.0,273.0
IMG_20200807_130445.jpg,640,480,Stop Sign,334.0,129.0,422.0,223.0
IMG_20200701_204554.jpg,640,480,Straight Or Left Sign,247.0,128.0,382.0,258.0
IMG_20200624_221038.jpg,640,480,Speed Limit 50,86.0,212.0,162.0,301.0
IMG_20200624_221038.jpg,640,480,Green Traffic Light,249.0,208.0,279.0,276.0
IMG_20200624_221038.jpg,640,480,Speed Limit 35,296.0,206.0,360.0,288.0
IMG_20200624_221038.jpg,640,480,Speed Limit 25,378.0,204.0,422.0,257.0
IMG_20200624_221038.jpg,640,480,Red Traffic Light,476.0,210.0,524.0,311.0
IMG_20200807_125549.jpg,640,480,Straight Or Right Sign,16.0,143.0,144.0,275.0
IMG_20200807_125549.jpg,640,480,Speed Limit 25,195.0,148.0,327.0,313.0
IMG_20200807_125549.jpg,640,480,Green Traffic Light,371.0,163.0,461.0,354.0
IMG_20200807_125549.jpg,640,480,Speed Limit 35,500.0,160.0,635.0,315.0
IMG_20200807_125122.jpg,640,480,Speed Limit 50,284.0,116.0,389.0,242.0
IMG_20200807_125608.jpg,640,480,Stop Sign,294.0,99.0,377.0,184.0
IMG_20200626_220746.jpg,640,480,Speed Limit 25,155.0,160.0,264.0,291.0
IMG_20200626_220746.jpg,640,480,Stop Sign,304.0,166.0,394.0,257.0
IMG_20200626_220746.jpg,640,480,Red Traffic Light,417.0,172.0,482.0,305.0
IMG_20200624_220041.jpg,640,480,Speed Limit 35,14.0,108.0,84.0,177.0
IMG_20200624_220041.jpg,640,480,Stop Sign,50.0,177.0,121.0,238.0
IMG_20200624_220041.jpg,640,480,Straight Or Right Sign,133.0,193.0,206.0,254.0
IMG_20200624_220041.jpg,640,480,Speed Limit 50,270.0,112.0,325.0,173.0
IMG_20200624_220041.jpg,640,480,Red Traffic Light,307.0,170.0,351.0,254.0
IMG_20200624_220041.jpg,640,480,Speed Limit 25,355.0,203.0,431.0,295.0
IMG_20200624_220041.jpg,640,480,Straight Or Left Sign,507.0,164.0,574.0,219.0
IMG_20200624_220041.jpg,640,480,Green Traffic Light,520.0,253.0,604.0,352.0
IMG_20200626_220828.jpg,640,480,Speed Limit 35,197.0,182.0,257.0,256.0
IMG_20200626_220828.jpg,640,480,Speed Limit 50,273.0,187.0,334.0,257.0
IMG_20200626_220828.jpg,640,480,Green Traffic Light,359.0,188.0,399.0,276.0
IMG_20200624_224013.jpg,640,480,Straight Or Right Sign,11.0,175.0,65.0,229.0
IMG_20200624_224013.jpg,640,480,Green Traffic Light,122.0,171.0,156.0,245.0
IMG_20200624_224013.jpg,640,480,Stop Sign,213.0,166.0,252.0,209.0
IMG_20200624_224013.jpg,640,480,Speed Limit 35,261.0,175.0,314.0,242.0
IMG_20200624_224013.jpg,640,480,Speed Limit 25,341.0,176.0,396.0,245.0
IMG_20200624_224013.jpg,640,480,Red Traffic Light,453.0,187.0,500.0,274.0
IMG_20200624_224013.jpg,640,480,Straight Or Left Sign,553.0,191.0,622.0,253.0
IMG_20200807_130626.jpg,640,480,Speed Limit 25,303.0,172.0,337.0,223.0
IMG_20200807_130626.jpg,640,480,Straight Or Right Sign,493.0,159.0,544.0,210.0
IMG_20200624_175252.jpg,640,480,Speed Limit 50,7.0,195.0,95.0,260.0
IMG_20200624_175252.jpg,640,480,Green Traffic Light,120.0,139.0,166.0,209.0
IMG_20200624_175252.jpg,640,480,Stop Sign,184.0,179.0,247.0,228.0
IMG_20200624_175252.jpg,640,480,Speed Limit 35,280.0,158.0,338.0,223.0
IMG_20200624_175252.jpg,640,480,Speed Limit 25,346.0,128.0,397.0,184.0
IMG_20200624_175252.jpg,640,480,Straight Or Left Sign,422.0,183.0,476.0,233.0
IMG_20200624_175252.jpg,640,480,Red Traffic Light,478.0,147.0,528.0,216.0
IMG_20200624_175252.jpg,640,480,Straight Or Right Sign,560.0,185.0,621.0,235.0
IMG_20200624_181536.jpg,640,480,Speed Limit 25,12.0,128.0,120.0,242.0
IMG_20200624_181536.jpg,640,480,Straight Or Right Sign,234.0,142.0,326.0,226.0
IMG_20200624_181536.jpg,640,480,Red Traffic Light,385.0,148.0,429.0,251.0
IMG_20200624_181536.jpg,640,480,Speed Limit 50,534.0,151.0,627.0,247.0
IMG_20200624_221235.jpg,640,480,Speed Limit 50,7.0,137.0,91.0,229.0
IMG_20200624_221235.jpg,640,480,Green Traffic Light,177.0,148.0,209.0,216.0
IMG_20200624_221235.jpg,640,480,Speed Limit 35,227.0,139.0,290.0,218.0
IMG_20200624_221235.jpg,640,480,Speed Limit 25,306.0,149.0,347.0,200.0
IMG_20200624_221235.jpg,640,480,Red Traffic Light,397.0,147.0,439.0,238.0
IMG_20200624_221235.jpg,640,480,Stop Sign,531.0,145.0,603.0,209.0
IMG_20200626_220835.jpg,640,480,Speed Limit 35,163.0,186.0,234.0,285.0
IMG_20200626_220835.jpg,640,480,Speed Limit 50,248.0,195.0,332.0,300.0
IMG_20200626_220835.jpg,640,480,Green Traffic Light,371.0,205.0,432.0,337.0
IMG_20200807_130607.jpg,640,480,Speed Limit 25,71.0,97.0,133.0,192.0
IMG_20200807_130607.jpg,640,480,Straight Or Right Sign,427.0,99.0,528.0,196.0
IMG_20200807_125504.jpg,640,480,Straight Or Right Sign,291.0,88.0,370.0,170.0
IMG_20200626_220442.jpg,640,480,Green Traffic Light,134.0,164.0,186.0,276.0
IMG_20200626_220442.jpg,640,480,Straight Or Left Sign,214.0,166.0,290.0,246.0
IMG_20200626_220442.jpg,640,480,Speed Limit 50,300.0,171.0,384.0,286.0
IMG_20200626_220442.jpg,640,480,Speed Limit 35,427.0,175.0,540.0,301.0
IMG_20200807_125431.jpg,640,480,Stop Sign,46.0,129.0,183.0,253.0
IMG_20200807_125431.jpg,640,480,Speed Limit 50,231.0,133.0,353.0,267.0
IMG_20200807_125431.jpg,640,480,Straight Or Left Sign,377.0,140.0,470.0,238.0
IMG_20200807_125431.jpg,640,480,Red Traffic Light,475.0,144.0,542.0,279.0
IMG_20200807_124631.jpg,640,480,Straight Or Left Sign,13.0,197.0,90.0,268.0
IMG_20200807_124631.jpg,640,480,Speed Limit 50,98.0,199.0,173.0,285.0
IMG_20200807_124631.jpg,640,480,Red Traffic Light,189.0,204.0,238.0,309.0
IMG_20200807_124631.jpg,640,480,Stop Sign,254.0,204.0,324.0,269.0
IMG_20200807_124631.jpg,640,480,Green Traffic Light,338.0,208.0,386.0,311.0
IMG_20200807_124631.jpg,640,480,Straight Or Right Sign,398.0,206.0,469.0,274.0
IMG_20200807_124631.jpg,640,480,Speed Limit 25,476.0,208.0,546.0,292.0
IMG_20200807_124631.jpg,640,480,Speed Limit 35,560.0,210.0,636.0,294.0
IMG_20200807_125356.jpg,640,480,Speed Limit 25,262.0,113.0,366.0,241.0
IMG_20200807_130352.jpg,640,480,Green Traffic Light,212.0,145.0,259.0,252.0
IMG_20200807_130352.jpg,640,480,Speed Limit 35,337.0,146.0,397.0,227.0
IMG_20200807_130405.jpg,640,480,Green Traffic Light,220.0,130.0,252.0,203.0
IMG_20200807_130405.jpg,640,480,Speed Limit 35,304.0,130.0,346.0,184.0
IMG_20200624_144136.jpg,640,480,Speed Limit 50,24.0,216.0,94.0,298.0
IMG_20200624_144136.jpg,640,480,Stop Sign,157.0,220.0,221.0,280.0
IMG_20200624_144136.jpg,640,480,Green Traffic Light,253.0,224.0,295.0,322.0
IMG_20200624_144136.jpg,640,480,Red Traffic Light,368.0,225.0,411.0,321.0
IMG_20200624_144136.jpg,640,480,Straight Or Left Sign,458.0,223.0,522.0,289.0
IMG_20200624_144136.jpg,640,480,Straight Or Right Sign,554.0,224.0,622.0,290.0
IMG_20200624_224036.jpg,640,480,Straight Or Right Sign,12.0,161.0,86.0,230.0
IMG_20200624_224036.jpg,640,480,Green Traffic Light,152.0,157.0,201.0,252.0
IMG_20200624_224036.jpg,640,480,Speed Limit 35,254.0,149.0,314.0,222.0
IMG_20200624_224036.jpg,640,480,Speed Limit 25,341.0,150.0,400.0,222.0
IMG_20200624_224036.jpg,640,480,Stop Sign,402.0,157.0,464.0,218.0
IMG_20200624_224036.jpg,640,480,Red Traffic Light,461.0,159.0,508.0,249.0
IMG_20200624_224036.jpg,640,480,Straight Or Left Sign,560.0,164.0,623.0,221.0
IMG_20200624_181709.jpg,640,480,Red Traffic Light,130.0,111.0,177.0,217.0
IMG_20200624_181709.jpg,640,480,Green Traffic Light,185.0,170.0,241.0,291.0
IMG_20200624_181709.jpg,640,480,Speed Limit 25,321.0,163.0,407.0,266.0
IMG_20200624_181709.jpg,640,480,Speed Limit 35,466.0,185.0,577.0,287.0
IMG_20200807_125312.jpg,640,480,Stop Sign,49.0,154.0,165.0,267.0
IMG_20200807_125312.jpg,640,480,Speed Limit 50,224.0,156.0,339.0,287.0
IMG_20200807_125312.jpg,640,480,Straight Or Left Sign,371.0,159.0,473.0,260.0
IMG_20200807_125312.jpg,640,480,Red Traffic Light,493.0,160.0,565.0,307.0
IMG_20200807_125555.jpg,640,480,Straight Or Right Sign,34.0,144.0,125.0,255.0
IMG_20200807_125555.jpg,640,480,Speed Limit 25,166.0,148.0,288.0,301.0
IMG_20200807_125555.jpg,640,480,Green Traffic Light,330.0,161.0,417.0,348.0
IMG_20200807_125555.jpg,640,480,Speed Limit 35,461.0,158.0,619.0,324.0
IMG_20200624_192739.jpg,640,480,Speed Limit 35,161.0,145.0,213.0,208.0
IMG_20200624_192739.jpg,640,480,Straight Or Left Sign,238.0,150.0,287.0,201.0
IMG_20200624_192739.jpg,640,480,Speed Limit 25,305.0,156.0,366.0,231.0
IMG_20200624_192739.jpg,640,480,Green Traffic Light,409.0,164.0,454.0,253.0
IMG_20200807_125215.jpg,640,480,Speed Limit 35,271.0,121.0,352.0,226.0
IMG_20200807_125616.jpg,640,480,Straight Or Right Sign,142.0,151.0,226.0,234.0
IMG_20200807_125616.jpg,640,480,Speed Limit 25,255.0,154.0,326.0,250.0
IMG_20200807_125616.jpg,640,480,Green Traffic Light,343.0,163.0,390.0,267.0
IMG_20200807_125616.jpg,640,480,Speed Limit 35,406.0,160.0,470.0,241.0
IMG_20200807_130153.jpg,640,480,Red Traffic Light,170.0,60.0,289.0,310.0
IMG_20200807_130153.jpg,640,480,Stop Sign,356.0,59.0,519.0,221.0
IMG_20200624_185152.jpg,640,480,Speed Limit 35,136.0,147.0,166.0,183.0
IMG_20200624_185152.jpg,640,480,Straight Or Left Sign,188.0,150.0,214.0,175.0
IMG_20200624_185152.jpg,640,480,Speed Limit 25,231.0,149.0,258.0,180.0
IMG_20200624_185152.jpg,640,480,Red Traffic Light,266.0,154.0,286.0,196.0
IMG_20200624_185152.jpg,640,480,Green Traffic Light,324.0,158.0,342.0,204.0
IMG_20200624_185152.jpg,640,480,Straight Or Right Sign,358.0,153.0,385.0,182.0
IMG_20200624_185152.jpg,640,480,Speed Limit 50,416.0,159.0,448.0,194.0
IMG_20200624_185152.jpg,640,480,Stop Sign,477.0,162.0,507.0,190.0
IMG_20200807_125635-1.jpg,640,480,Red Traffic Light,315.0,74.0,415.0,301.0
IMG_20200807_125205.jpg,640,480,Speed Limit 35,214.0,61.0,355.0,234.0
IMG_20200807_124654.jpg,640,480,Straight Or Left Sign,181.0,190.0,212.0,222.0
IMG_20200807_124654.jpg,640,480,Speed Limit 50,216.0,189.0,252.0,232.0
IMG_20200807_124654.jpg,640,480,Red Traffic Light,259.0,192.0,284.0,245.0
IMG_20200807_124654.jpg,640,480,Stop Sign,289.0,193.0,324.0,227.0
IMG_20200807_124654.jpg,640,480,Green Traffic Light,332.0,197.0,357.0,250.0
IMG_20200807_124654.jpg,640,480,Straight Or Right Sign,362.0,197.0,398.0,231.0
IMG_20200807_124654.jpg,640,480,Speed Limit 25,402.0,198.0,440.0,242.0
IMG_20200807_124654.jpg,640,480,Speed Limit 35,446.0,199.0,488.0,245.0
IMG_20200626_220909.jpg,640,480,Straight Or Right Sign,139.0,206.0,291.0,344.0
IMG_20200626_220909.jpg,640,480,Straight Or Left Sign,411.0,214.0,504.0,326.0
IMG_20200807_130058.jpg,640,480,Green Traffic Light,61.0,62.0,209.0,378.0
IMG_20200807_130058.jpg,640,480,Speed Limit 35,368.0,55.0,588.0,313.0
IMG_20200807_125628.jpg,640,480,Straight Or Right Sign,219.0,168.0,256.0,206.0
IMG_20200807_125628.jpg,640,480,Speed Limit 25,267.0,165.0,312.0,218.0
IMG_20200807_125628.jpg,640,480,Green Traffic Light,326.0,166.0,356.0,230.0
IMG_20200807_125628.jpg,640,480,Speed Limit 35,370.0,162.0,417.0,216.0
IMG_20200624_181551.jpg,640,480,Straight Or Left Sign,23.0,137.0,115.0,228.0
IMG_20200624_181551.jpg,640,480,Green Traffic Light,163.0,150.0,245.0,322.0
IMG_20200624_181551.jpg,640,480,Stop Sign,336.0,152.0,482.0,289.0
IMG_20200624_181551.jpg,640,480,Speed Limit 35,498.0,135.0,601.0,248.0
IMG_20200624_175409.jpg,640,480,Speed Limit 50,85.0,143.0,124.0,205.0
IMG_20200624_175409.jpg,640,480,Green Traffic Light,167.0,152.0,193.0,221.0
IMG_20200624_175409.jpg,640,480,Stop Sign,194.0,156.0,234.0,202.0
IMG_20200624_175409.jpg,640,480,Speed Limit 35,272.0,160.0,317.0,222.0
IMG_20200624_175409.jpg,640,480,Speed Limit 25,336.0,167.0,382.0,231.0
IMG_20200624_175409.jpg,640,480,Straight Or Left Sign,387.0,178.0,440.0,242.0
IMG_20200624_175409.jpg,640,480,Red Traffic Light,473.0,182.0,516.0,264.0
IMG_20200624_175409.jpg,640,480,Straight Or Right Sign,527.0,192.0,605.0,263.0
IMG_20200624_185243.jpg,640,480,Speed Limit 35,166.0,135.0,194.0,168.0
IMG_20200624_185243.jpg,640,480,Straight Or Left Sign,214.0,136.0,237.0,160.0
IMG_20200624_185243.jpg,640,480,Speed Limit 25,251.0,135.0,276.0,164.0
IMG_20200624_185243.jpg,640,480,Red Traffic Light,284.0,136.0,302.0,176.0
IMG_20200624_185243.jpg,640,480,Green Traffic Light,335.0,138.0,354.0,179.0
IMG_20200624_185243.jpg,640,480,Straight Or Right Sign,366.0,135.0,391.0,159.0
IMG_20200624_185243.jpg,640,480,Speed Limit 50,421.0,135.0,450.0,168.0
IMG_20200624_185243.jpg,640,480,Stop Sign,473.0,136.0,504.0,161.0
IMG_20200626_220832.jpg,640,480,Speed Limit 35,144.0,163.0,251.0,284.0
IMG_20200626_220832.jpg,640,480,Speed Limit 50,276.0,176.0,375.0,284.0
IMG_20200626_220832.jpg,640,480,Green Traffic Light,397.0,180.0,457.0,306.0
IMG_20200807_124644.jpg,640,480,Straight Or Left Sign,172.0,182.0,211.0,218.0
IMG_20200807_124644.jpg,640,480,Speed Limit 50,216.0,182.0,252.0,226.0
IMG_20200807_124644.jpg,640,480,Red Traffic Light,259.0,185.0,284.0,238.0
IMG_20200807_124644.jpg,640,480,Stop Sign,290.0,184.0,324.0,216.0
IMG_20200807_124644.jpg,640,480,Green Traffic Light,331.0,187.0,354.0,237.0
IMG_20200807_124644.jpg,640,480,Straight Or Right Sign,360.0,185.0,392.0,218.0
IMG_20200807_124644.jpg,640,480,Speed Limit 25,395.0,186.0,424.0,225.0
IMG_20200807_124644.jpg,640,480,Speed Limit 35,430.0,185.0,463.0,226.0
IMG_20200807_125021.jpg,640,480,Straight Or Left Sign,291.0,109.0,408.0,224.0
IMG_20200624_224212.jpg,640,480,Green Traffic Light,13.0,140.0,62.0,236.0
IMG_20200624_224212.jpg,640,480,Speed Limit 50,90.0,139.0,155.0,219.0
IMG_20200624_224212.jpg,640,480,Speed Limit 35,185.0,145.0,250.0,220.0
IMG_20200624_224212.jpg,640,480,Speed Limit 25,267.0,153.0,332.0,231.0
IMG_20200624_224212.jpg,640,480,Stop Sign,354.0,160.0,419.0,222.0
IMG_20200624_224212.jpg,640,480,Red Traffic Light,429.0,165.0,479.0,260.0
IMG_20200624_224212.jpg,640,480,Straight Or Left Sign,550.0,177.0,624.0,244.0
IMG_20200807_125601.jpg,640,480,Straight Or Right Sign,31.0,106.0,203.0,264.0
IMG_20200807_125601.jpg,640,480,Speed Limit 25,255.0,120.0,382.0,295.0
IMG_20200807_125601.jpg,640,480,Green Traffic Light,409.0,141.0,489.0,319.0
IMG_20200807_125601.jpg,640,480,Speed Limit 35,507.0,142.0,610.0,275.0
IMG_20200624_181635.jpg,640,480,Straight Or Right Sign,150.0,144.0,207.0,199.0
IMG_20200624_181635.jpg,640,480,Stop Sign,241.0,146.0,289.0,194.0
IMG_20200624_181635.jpg,640,480,Straight Or Left Sign,323.0,148.0,369.0,194.0
IMG_20200624_181635.jpg,640,480,Speed Limit 50,404.0,149.0,457.0,206.0
IMG_20200626_220750.jpg,640,480,Speed Limit 25,156.0,157.0,243.0,266.0
IMG_20200626_220750.jpg,640,480,Stop Sign,276.0,162.0,363.0,252.0
IMG_20200626_220750.jpg,640,480,Red Traffic Light,401.0,172.0,474.0,323.0
IMG_20200624_220542.jpg,640,480,Green Traffic Light,96.0,112.0,139.0,202.0
IMG_20200624_220542.jpg,640,480,Speed Limit 35,222.0,120.0,254.0,159.0
IMG_20200624_220542.jpg,640,480,Stop Sign,262.0,122.0,298.0,161.0
IMG_20200624_220542.jpg,640,480,Straight Or Right Sign,311.0,126.0,348.0,162.0
IMG_20200624_220542.jpg,640,480,Speed Limit 25,419.0,123.0,481.0,197.0
IMG_20200626_221014.jpg,640,480,Speed Limit 35,6.0,171.0,79.0,257.0
IMG_20200626_221014.jpg,640,480,Green Traffic Light,94.0,178.0,139.0,279.0
IMG_20200626_221014.jpg,640,480,Stop Sign,159.0,177.0,224.0,242.0
IMG_20200626_221014.jpg,640,480,Red Traffic Light,241.0,183.0,287.0,281.0
IMG_20200626_221014.jpg,640,480,Straight Or Left Sign,308.0,185.0,372.0,248.0
IMG_20200626_221014.jpg,640,480,Straight Or Right Sign,387.0,184.0,453.0,249.0
IMG_20200626_221014.jpg,640,480,Speed Limit 25,470.0,188.0,537.0,265.0
IMG_20200626_221014.jpg,640,480,Speed Limit 50,549.0,190.0,625.0,268.0
IMG_20200807_130028.jpg,640,480,Speed Limit 50,50.0,90.0,240.0,316.0
IMG_20200807_130028.jpg,640,480,Straight Or Left Sign,428.0,101.0,599.0,274.0
IMG_20200624_220352.jpg,640,480,Speed Limit 35,101.0,169.0,162.0,242.0
IMG_20200624_220352.jpg,640,480,Stop Sign,170.0,173.0,248.0,248.0
IMG_20200624_220352.jpg,640,480,Straight Or Right Sign,278.0,174.0,357.0,253.0
IMG_20200624_220352.jpg,640,480,Red Traffic Light,387.0,176.0,426.0,266.0
IMG_20200624_220352.jpg,640,480,Speed Limit 50,463.0,175.0,533.0,250.0
IMG_20200701_204024.jpg,640,480,Straight Or Left Sign,159.0,154.0,269.0,264.0
IMG_20200701_204024.jpg,640,480,Straight Or Right Sign,351.0,153.0,457.0,257.0
IMG_20200807_130518.jpg,640,480,Red Traffic Light,19.0,147.0,71.0,244.0
IMG_20200807_130518.jpg,640,480,Stop Sign,159.0,155.0,203.0,204.0
IMG_20200624_192745.jpg,640,480,Speed Limit 35,25.0,118.0,117.0,231.0
IMG_20200624_192745.jpg,640,480,Straight Or Left Sign,165.0,131.0,251.0,215.0
IMG_20200624_192745.jpg,640,480,Speed Limit 25,288.0,128.0,414.0,284.0
IMG_20200624_192745.jpg,640,480,Green Traffic Light,501.0,144.0,601.0,329.0
IMG_20200624_220032.jpg,640,480,Speed Limit 35,162.0,185.0,198.0,228.0
IMG_20200624_220032.jpg,640,480,Stop Sign,214.0,195.0,253.0,232.0
IMG_20200624_220032.jpg,640,480,Straight Or Right Sign,261.0,195.0,300.0,233.0
IMG_20200624_220032.jpg,640,480,Speed Limit 50,305.0,182.0,338.0,220.0
IMG_20200624_220032.jpg,640,480,Red Traffic Light,343.0,191.0,370.0,245.0
IMG_20200624_220032.jpg,640,480,Speed Limit 25,379.0,193.0,418.0,239.0
IMG_20200624_220032.jpg,640,480,Straight Or Left Sign,447.0,184.0,477.0,216.0
IMG_20200624_220032.jpg,640,480,Green Traffic Light,472.0,195.0,502.0,256.0
IMG_20200807_130108.jpg,640,480,Speed Limit 50,131.0,132.0,226.0,269.0
IMG_20200807_130108.jpg,640,480,Straight Or Left Sign,335.0,127.0,464.0,252.0
IMG_20200807_125001.jpg,640,480,Straight Or Left Sign,251.0,80.0,416.0,244.0
IMG_20200624_224127.jpg,640,480,Straight Or Right Sign,14.0,145.0,93.0,218.0
IMG_20200624_224127.jpg,640,480,Speed Limit 50,116.0,142.0,192.0,226.0
IMG_20200624_224127.jpg,640,480,Speed Limit 35,223.0,134.0,287.0,218.0
IMG_20200624_224127.jpg,640,480,Speed Limit 25,312.0,136.0,377.0,214.0
IMG_20200624_224127.jpg,640,480,Stop Sign,381.0,136.0,449.0,204.0
IMG_20200624_224127.jpg,640,480,Red Traffic Light,449.0,137.0,494.0,236.0
IMG_20200624_224127.jpg,640,480,Straight Or Left Sign,552.0,135.0,617.0,199.0
IMG_20200807_130130.jpg,640,480,Speed Limit 50,226.0,160.0,279.0,223.0
IMG_20200807_130130.jpg,640,480,Straight Or Left Sign,328.0,161.0,377.0,211.0
IMG_20200624_223717.jpg,640,480,Straight Or Right Sign,141.0,186.0,177.0,220.0
IMG_20200624_223717.jpg,640,480,Green Traffic Light,201.0,186.0,223.0,235.0
IMG_20200624_223717.jpg,640,480,Speed Limit 50,245.0,190.0,280.0,228.0
IMG_20200624_223717.jpg,640,480,Stop Sign,300.0,193.0,335.0,225.0
IMG_20200624_223717.jpg,640,480,Speed Limit 35,353.0,192.0,387.0,230.0
IMG_20200624_223717.jpg,640,480,Speed Limit 25,398.0,193.0,435.0,237.0
IMG_20200624_223717.jpg,640,480,Red Traffic Light,449.0,198.0,474.0,245.0
IMG_20200624_223827.jpg,640,480,Straight Or Right Sign,8.0,148.0,120.0,254.0
IMG_20200624_223827.jpg,640,480,Green Traffic Light,133.0,149.0,189.0,266.0
IMG_20200624_223827.jpg,640,480,Speed Limit 50,257.0,148.0,324.0,234.0
IMG_20200624_223827.jpg,640,480,Stop Sign,393.0,150.0,447.0,218.0
IMG_20200624_223827.jpg,640,480,Speed Limit 35,457.0,149.0,507.0,224.0
IMG_20200624_223827.jpg,640,480,Red Traffic Light,509.0,152.0,540.0,230.0
IMG_20200624_223827.jpg,640,480,Straight Or Left Sign,573.0,151.0,607.0,199.0
IMG_20200807_125453.jpg,640,480,Straight Or Right Sign,254.0,62.0,391.0,199.0
IMG_20200807_125646.jpg,640,480,Red Traffic Light,301.0,141.0,354.0,260.0
IMG_20200624_192901.jpg,640,480,Red Traffic Light,41.0,108.0,111.0,252.0
IMG_20200624_192901.jpg,640,480,Straight Or Right Sign,154.0,108.0,245.0,199.0
IMG_20200624_192901.jpg,640,480,Speed Limit 50,274.0,88.0,419.0,259.0
IMG_20200624_192901.jpg,640,480,Stop Sign,488.0,88.0,631.0,225.0
IMG_20200626_220534.jpg,640,480,Speed Limit 25,99.0,152.0,179.0,243.0
IMG_20200626_220534.jpg,640,480,Stop Sign,197.0,156.0,266.0,230.0
IMG_20200626_220534.jpg,640,480,Straight Or Right Sign,292.0,162.0,372.0,242.0
IMG_20200626_220534.jpg,640,480,Red Traffic Light,433.0,170.0,500.0,305.0
IMG_20200807_130418.jpg,640,480,Green Traffic Light,282.0,174.0,306.0,235.0
IMG_20200807_130418.jpg,640,480,Speed Limit 35,349.0,168.0,392.0,226.0
IMG_20200807_125404.jpg,640,480,Stop Sign,189.0,161.0,251.0,220.0
